0.051905595	-0.049664214	-0.08626793	-0.023767957	-0.082585625	-0.03158711	-0.04548786	0.04357492	0.03541452	-0.022850528	0.0304474	0.025713084	-0.0015572947	-0.03157155	0.05365905	-0.024274783
0.15365066	-0.15482344	-0.13745558	-0.037455756	-0.08993083	-0.030343601	-0.06691623	0.034708504	-0.060432974	-0.013366353	-0.048096888	0.018372318	-0.13948156	-0.026694395	0.084841214	0.023926824
0.21230152	-0.26660094	-0.24184488	-0.13049084	-0.20742781	-0.13459481	-0.1809145	0.096639805	-0.133371	0.038062535	-0.0795226	-0.065679416	-0.16876008	-0.10023143	0.018829407	0.04025637
-0.4473024	0.5286673	0.5730327	0.34762236	0.50782764	0.3762965	0.38555852	-0.24491997	0.3823384	-0.19473717	0.44524837	0.28541705	0.44913605	0.3630629	0.25718147	-0.24595368
0.010324504	-0.0010721316	-0.013331291	-0.016143823	0.06424211	0.08102704	0.0056695016	0.035988037	-0.0034552643	-0.018250788	0.014030523	0.057700608	0.0057170717	0.05463991	0.046956018	-0.022459805
0.022085574	-0.053260416	-0.069511436	-0.04903485	-0.014231378	-0.020597314	-0.07753893	0.06385191	-0.038897555	0.013981656	-0.052623786	-0.013317609	-0.092149004	-0.106456034	-0.09132983	0.05713039
-0.46038863	0.47848228	0.5535327	0.35231262	0.45657754	0.3890438	0.39925048	-0.31288064	0.3970689	-0.22629657	0.43252522	0.24081902	0.36124814	0.34119323	0.27261525	-0.2852989
0.08085571	-0.066551745	-0.038233135	-0.1037955	-0.023565492	-0.048275866	-0.023519643	0.04494482	-0.056082446	0.017882116	-0.082754806	-0.08486507	-0.030460345	-0.07135036	-0.027417446	0.0149250245
-0.4299313	0.43665862	0.5142681	0.28922597	0.4837868	0.3384324	0.29258946	-0.2243167	0.3260929	-0.16177426	0.39444298	0.19255264	0.32107887	0.29474184	0.2203947	-0.22034457
0.04476219	-0.010691164	0.03773676	0.010201376	-0.05879328	-0.023694525	0.042054743	0.044474326	-0.031786375	-0.0262813	-0.021941984	0.034833383	-0.04055554	0.038324546	0.014829365	-0.06277943
-0.4027587	0.50519997	0.5456261	0.36558065	0.4876955	0.37510082	0.3583839	-0.34956354	0.39613473	-0.23989731	0.48086727	0.30673605	0.35201386	0.42257684	0.23579295	-0.31048644
0.122568876	-0.12841877	-0.13440888	-0.045725275	-0.13860545	-0.057130743	-0.049767822	0.04515974	-0.06330955	0.050399873	-0.09239021	-0.088390335	-0.14674878	-0.06053448	-0.07249163	0.07262338
